Lane,ProfileId,SourceHash,RunLabel,EntryTime,ExitTime,EntryYear,EntryMonth,EntryHour,DayOfWeek,Symbol,Side,Volume,EntryPrice,ExitPrice,InitialStop,InitialRiskMoney,RiskR,HoldMinutes,Profit,Winner,EntryComment,ExitComment
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-01-14 11:00:00,2019-01-14 15:39:40,2019,1,11,Monday,XAUUSD,buy,0.04,1293.96,1289.95,1289.95,16.0400,-1.000000,279.67,-16.04,False,daily momentum plus fresh H1 breakout,sl 1289.95
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-01-23 11:00:00,2019-01-23 15:16:19,2019,1,11,Wednesday,XAUUSD,buy,0.04,1286.57,1283.09,1283.10,13.8800,-1.002882,256.32,-13.92,False,daily momentum plus fresh H1 breakout,sl 1283.10
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-01-25 10:00:00,2019-01-25 16:16:56,2019,1,10,Friday,XAUUSD,buy,0.04,1284.86,1291.88,1281.35,14.0400,2.000000,376.93,28.08,True,daily momentum plus fresh H1 breakout,tp 1291.88
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-01-29 09:00:00,2019-01-29 15:11:48,2019,1,9,Tuesday,XAUUSD,buy,0.06,1305.30,1310.52,1302.70,15.6000,2.007692,371.8,31.32,True,daily momentum plus fresh H1 breakout,tp 1310.50
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-01-31 16:00:00,2019-01-31 19:00:00,2019,1,16,Thursday,XAUUSD,buy,0.02,1325.48,1321.33,1319.71,11.5400,-0.719237,180.0,-8.30,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-02-15 12:00:00,2019-02-15 18:00:00,2019,2,12,Friday,XAUUSD,buy,0.03,1316.06,1314.44,1311.61,13.3500,-0.364045,360.0,-4.86,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-03-06 09:00:00,2019-03-06 11:07:31,2019,3,9,Wednesday,XAUUSD,buy,0.03,1290.62,1285.65,1285.68,14.8200,-1.006073,127.52,-14.91,False,daily momentum plus fresh H1 breakout,sl 1285.68
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-03-13 11:00:00,2019-03-14 03:12:44,2019,3,11,Wednesday,XAUUSD,buy,0.04,1306.85,1307.19,1303.49,13.4400,-0.011161,972.73,-0.15,False,daily momentum plus fresh H1 breakout,sl 1307.19
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-03-22 16:00:00,2019-03-26 07:00:00,2019,3,16,Friday,XAUUSD,buy,0.03,1314.58,1319.75,1309.39,15.5700,0.947335,5220.0,14.75,True,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-04-08 15:00:01,2019-04-08 15:50:51,2019,4,15,Monday,XAUUSD,buy,0.07,1298.50,1302.91,1296.32,15.2600,2.022936,50.83,30.87,True,daily momentum plus fresh H1 breakout,tp 1302.86
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-04-30 13:00:00,2019-04-30 15:40:09,2019,4,13,Tuesday,XAUUSD,buy,0.04,1284.94,1281.53,1281.62,13.2800,-1.027108,160.15,-13.64,False,daily momentum plus fresh H1 breakout,sl 1281.62
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-05-31 10:00:00,2019-05-31 17:40:10,2019,5,10,Friday,XAUUSD,buy,0.03,1294.71,1303.43,1290.35,13.0800,2.000000,460.17,26.16,True,daily momentum plus fresh H1 breakout,tp 1303.42
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-06-03 11:00:00,2019-06-04 06:00:00,2019,6,11,Monday,XAUUSD,buy,0.02,1315.37,1323.83,1308.91,12.9200,1.290248,1140.0,16.67,True,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-06-14 06:00:00,2019-06-14 16:00:00,2019,6,6,Friday,XAUUSD,buy,0.02,1347.13,1348.82,1341.57,11.1200,0.303957,600.0,3.38,True,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-07-30 13:00:00,2019-07-31 05:00:00,2019,7,13,Tuesday,XAUUSD,buy,0.02,1428.57,1427.95,1422.42,12.3000,-0.121138,960.0,-1.49,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-08-05 16:00:00,2019-08-05 18:06:25,2019,8,16,Monday,XAUUSD,buy,0.02,1462.89,1454.69,1454.96,15.8600,-1.034048,126.42,-16.40,False,daily momentum plus fresh H1 breakout,sl 1454.96
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-08-13 10:00:00,2019-08-13 15:04:57,2019,8,10,Tuesday,XAUUSD,buy,0.01,1522.60,1523.44,1514.09,8.5100,0.098707,304.95,0.84,True,daily momentum plus fresh H1 breakout,sl 1523.45
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-08-28 15:00:00,2019-08-28 16:50:34,2019,8,15,Wednesday,XAUUSD,buy,0.02,1545.68,1537.69,1537.69,15.9800,-1.000000,110.57,-15.98,False,daily momentum plus fresh H1 breakout,sl 1537.69
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-08-29 10:00:00,2019-08-29 11:00:10,2019,8,10,Thursday,XAUUSD,buy,0.01,1549.52,1540.30,1540.35,9.1700,-1.005453,60.17,-9.22,False,daily momentum plus fresh H1 breakout,sl 1540.35
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-09-20 09:00:00,2019-09-20 15:00:00,2019,9,9,Friday,XAUUSD,buy,0.02,1505.89,1499.79,1499.30,13.1800,-0.925645,360.0,-12.20,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-09-23 17:00:00,2019-09-24 03:00:00,2019,9,17,Monday,XAUUSD,buy,0.02,1522.55,1520.77,1515.93,13.2400,-0.287764,600.0,-3.81,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-10-14 13:00:00,2019-10-15 10:00:00,2019,10,13,Monday,XAUUSD,buy,0.01,1494.58,1490.40,1485.18,9.4000,-0.458511,1260.0,-4.31,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-10-23 10:00:00,2019-10-24 11:00:00,2019,10,10,Wednesday,XAUUSD,buy,0.04,1491.77,1489.83,1487.88,15.5600,-0.595758,1500.0,-9.27,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-10-25 11:00:00,2019-10-25 18:17:20,2019,10,11,Friday,XAUUSD,buy,0.02,1507.05,1507.63,1501.27,11.5600,0.100346,437.33,1.16,True,daily momentum plus fresh H1 breakout,sl 1507.63
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-10-31 05:00:00,2019-10-31 09:59:00,2019,10,5,Thursday,XAUUSD,sell,0.10,1497.97,1500.11,1500.06,20.9000,-1.023923,299.0,-21.40,False,upper-band reclaim; DI edge -1.92,sl 1500.06
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-10-31 10:00:00,2019-10-31 14:32:41,2019,10,10,Thursday,XAUUSD,buy,0.03,1500.43,1509.25,1496.09,13.0200,2.032258,272.68,26.46,True,daily momentum plus fresh H1 breakout,tp 1509.11
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-11-13 08:00:00,2019-11-14 04:00:00,2019,11,8,Wednesday,XAUUSD,buy,0.03,1461.52,1461.67,1456.79,14.1900,-0.047921,1200.0,-0.68,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-11-14 11:00:00,2019-11-15 02:00:00,2019,11,11,Thursday,XAUUSD,buy,0.02,1469.89,1469.20,1463.70,12.3800,-0.131664,900.0,-1.63,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-11-20 10:00:00,2019-11-20 14:26:27,2019,11,10,Wednesday,XAUUSD,buy,0.02,1477.97,1472.39,1472.39,11.1600,-1.000000,266.45,-11.16,False,daily momentum plus fresh H1 breakout,sl 1472.39
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-12-04 10:00:00,2019-12-04 11:07:21,2019,12,10,Wednesday,XAUUSD,buy,0.02,1484.06,1478.15,1478.21,11.7000,-1.010256,67.35,-11.82,False,daily momentum plus fresh H1 breakout,sl 1478.21
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-12-13 15:00:00,2019-12-13 16:02:09,2019,12,15,Friday,XAUUSD,buy,0.02,1473.89,1467.67,1467.67,12.4400,-1.000000,62.15,-12.44,False,daily momentum plus fresh H1 breakout,sl 1467.67
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2019-12-26 16:00:00,2019-12-27 08:27:16,2019,12,16,Thursday,XAUUSD,buy,0.03,1508.08,1508.57,1503.16,14.7600,0.073848,987.27,1.09,True,daily momentum plus fresh H1 breakout,sl 1508.57
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-01-03 11:00:00,2020-01-06 01:05:00,2020,1,11,Friday,XAUUSD,buy,0.02,1544.51,1575.89,1537.05,14.9200,4.189678,3725.0,62.51,True,daily momentum plus fresh H1 breakout,tp 1559.43
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-01-17 15:00:00,2020-01-21 09:56:10,2020,1,15,Friday,XAUUSD,buy,0.03,1559.20,1559.70,1553.83,16.1100,0.045934,5456.17,0.74,True,daily momentum plus fresh H1 breakout,sl 1559.74
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-01-30 10:00:00,2020-01-30 16:34:18,2020,1,10,Thursday,XAUUSD,buy,0.03,1581.80,1576.64,1576.64,15.4800,-1.000000,394.3,-15.48,False,daily momentum plus fresh H1 breakout,sl 1576.64
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-01-30 21:00:00,2020-01-31 01:10:00,2020,1,21,Thursday,XAUUSD,sell,0.10,1584.05,1575.07,1586.58,25.3000,3.531225,250.0,89.34,True,upper-band reclaim; DI edge -0.65,tp 1575.14
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-02-18 10:00:00,2020-02-18 17:28:16,2020,2,10,Tuesday,XAUUSD,buy,0.04,1588.60,1596.22,1584.83,15.0800,2.021220,448.27,30.48,True,daily momentum plus fresh H1 breakout,tp 1596.14
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-02-19 11:00:00,2020-02-19 16:00:00,2020,2,11,Wednesday,XAUUSD,buy,0.02,1608.01,1603.28,1600.87,14.2800,-0.662465,300.0,-9.46,False,daily momentum plus fresh H1 breakout,
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-02-20 16:00:00,2020-02-20 17:22:11,2020,2,16,Thursday,XAUUSD,sell,0.10,1615.75,1619.99,1619.68,39.3000,-1.078880,82.18,-42.40,False,upper-band reclaim; DI edge -9.68,sl 1619.68
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-02-21 06:00:00,2020-02-21 15:02:37,2020,2,6,Friday,XAUUSD,buy,0.02,1625.14,1638.31,1618.56,13.1600,2.001520,542.62,26.34,True,daily momentum plus fresh H1 breakout,tp 1638.30
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-05-15 17:00:00,2020-05-15 18:07:46,2020,5,17,Friday,XAUUSD,sell,0.07,1739.54,1746.07,1745.99,45.1500,-1.012403,67.77,-45.71,False,upper-band reclaim; DI edge -6.72,sl 1745.99
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-05-28 13:00:00,2020-05-28 20:43:58,2020,5,13,Thursday,XAUUSD,buy,0.01,1724.63,1714.66,1714.73,9.9000,-1.007071,463.97,-9.97,False,daily momentum plus fresh H1 breakout,sl 1714.73
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-06-10 15:00:00,2020-06-10 18:03:01,2020,6,15,Wednesday,XAUUSD,buy,0.01,1723.63,1715.25,1715.25,8.3800,-1.000000,183.02,-8.38,False,daily momentum plus fresh H1 breakout,sl 1715.25
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-06-18 12:00:00,2020-06-18 12:48:27,2020,6,12,Thursday,XAUUSD,buy,0.01,1733.31,1723.98,1724.26,9.0500,-1.030939,48.45,-9.33,False,daily momentum plus fresh H1 breakout,sl 1724.26
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-06-19 15:00:00,2020-06-22 01:20:02,2020,6,15,Friday,XAUUSD,buy,0.02,1734.17,1747.81,1727.41,13.5200,1.999260,3500.03,27.03,True,daily momentum plus fresh H1 breakout,tp 1747.69
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-07-01 11:00:00,2020-07-01 13:32:08,2020,7,11,Wednesday,XAUUSD,buy,0.02,1788.19,1780.32,1781.47,13.4400,-1.171131,152.13,-15.74,False,daily momentum plus fresh H1 breakout,sl 1781.47
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-07-06 15:00:00,2020-07-07 06:00:00,2020,7,15,Monday,XAUUSD,buy,0.02,1779.73,1782.74,1773.85,11.7600,0.490646,900.0,5.77,True,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-07-08 12:00:00,2020-07-08 17:23:40,2020,7,12,Wednesday,XAUUSD,buy,0.02,1799.80,1815.31,1792.05,15.5000,2.001290,323.67,31.02,True,daily momentum plus fresh H1 breakout,tp 1815.31
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-07-15 11:00:00,2020-07-15 14:04:18,2020,7,11,Wednesday,XAUUSD,buy,0.02,1812.00,1805.18,1805.31,13.3800,-1.019432,184.3,-13.64,False,daily momentum plus fresh H1 breakout,sl 1805.31
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-07-21 10:00:00,2020-07-21 15:22:17,2020,7,10,Tuesday,XAUUSD,buy,0.02,1823.23,1837.73,1816.14,14.1800,2.045134,322.28,29.00,True,daily momentum plus fresh H1 breakout,tp 1837.41
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-08-11 05:00:00,2020-08-11 08:10:08,2020,8,5,Tuesday,XAUUSD,buy,0.05,2022.07,2013.43,2013.58,42.4500,-1.017668,190.13,-43.20,False,lower-band reclaim; DI edge -10.07,sl 2013.58
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-08-21 13:00:00,2020-08-21 14:36:56,2020,8,13,Friday,XAUUSD,buy,0.05,1935.79,1927.17,1927.20,42.9500,-1.003492,96.93,-43.10,False,lower-band reclaim; DI edge -10.67,sl 1927.20
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-08-25 19:00:00,2020-08-26 15:15:32,2020,8,19,Tuesday,XAUUSD,buy,0.07,1919.50,1913.33,1913.33,43.1900,-1.020375,1215.53,-44.07,False,lower-band reclaim; DI edge -11.79,sl 1913.33
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-09-09 19:00:00,2020-09-09 21:58:40,2020,9,19,Wednesday,XAUUSD,sell,0.07,1943.50,1949.93,1949.93,45.0100,-1.000000,178.67,-45.01,False,upper-band reclaim; DI edge -10.62,sl 1949.93
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-09-15 06:00:00,2020-09-15 16:51:16,2020,9,6,Tuesday,XAUUSD,buy,0.01,1963.35,1954.52,1954.71,8.6400,-1.021991,651.27,-8.83,False,daily momentum plus fresh H1 breakout,sl 1954.71
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-10-08 16:00:00,2020-10-08 17:01:03,2020,10,16,Thursday,XAUUSD,buy,0.01,1898.43,1889.74,1889.82,8.6100,-1.009292,61.05,-8.69,False,daily momentum plus fresh H1 breakout,sl 1889.82
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-10-09 11:00:00,2020-10-12 01:06:55,2020,10,11,Friday,XAUUSD,buy,0.01,1913.42,1929.99,1905.14,8.2800,1.985507,3726.92,16.44,True,daily momentum plus fresh H1 breakout,tp 1929.98
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-10-19 14:00:00,2020-10-19 16:45:42,2020,10,14,Monday,XAUUSD,buy,0.02,1913.73,1907.30,1907.39,12.6800,-1.014196,165.7,-12.86,False,daily momentum plus fresh H1 breakout,sl 1907.39
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-11-09 06:00:00,2020-11-09 13:46:49,2020,11,6,Monday,XAUUSD,buy,0.01,1960.96,1951.94,1951.96,9.0000,-1.002222,466.82,-9.02,False,daily momentum plus fresh H1 breakout,sl 1951.96
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-11-20 08:00:00,2020-11-20 09:42:45,2020,11,8,Friday,XAUUSD,buy,0.02,1869.04,1861.56,1861.61,14.8600,-1.006729,102.75,-14.96,False,daily momentum plus fresh H1 breakout,sl 1861.61
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-12-01 10:00:00,2020-12-01 13:16:17,2020,12,10,Tuesday,XAUUSD,buy,0.01,1791.12,1808.87,1782.26,8.8600,2.003386,196.28,17.75,True,daily momentum plus fresh H1 breakout,tp 1808.84
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-12-16 11:00:00,2020-12-16 15:20:05,2020,12,11,Wednesday,XAUUSD,buy,0.01,1861.91,1852.46,1852.63,9.2800,-1.018319,260.08,-9.45,False,daily momentum plus fresh H1 breakout,sl 1852.63
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2020-12-17 07:00:00,2020-12-17 10:37:28,2020,12,7,Thursday,XAUUSD,buy,0.02,1868.49,1882.71,1861.44,14.1000,2.017021,217.47,28.44,True,daily momentum plus fresh H1 breakout,tp 1882.59
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-02-12 09:00:00,2021-02-12 17:50:28,2021,2,9,Friday,XAUUSD,sell,0.02,1818.74,1824.78,1824.76,12.0400,-1.003322,530.47,-12.08,False,daily momentum plus fresh H1 breakout,sl 1824.76
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-03-30 10:00:00,2021-03-30 14:50:29,2021,3,10,Tuesday,XAUUSD,sell,0.02,1703.15,1687.15,1711.14,15.9800,2.002503,290.48,32.00,True,daily momentum plus fresh H1 breakout,tp 1687.17
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-03-31 06:00:00,2021-03-31 09:33:39,2021,3,6,Wednesday,XAUUSD,sell,0.01,1678.33,1686.96,1686.90,8.5700,-1.007001,213.65,-8.63,False,daily momentum plus fresh H1 breakout,sl 1686.90
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-05-26 11:00:00,2021-05-26 16:59:16,2021,5,11,Wednesday,XAUUSD,buy,0.01,1909.32,1900.13,1900.13,9.1900,-1.000000,359.27,-9.19,False,daily momentum plus fresh H1 breakout,sl 1900.13
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-06-01 10:00:00,2021-06-01 11:20:29,2021,6,10,Tuesday,XAUUSD,buy,0.02,1915.33,1909.57,1909.59,11.4800,-1.003484,80.48,-11.52,False,daily momentum plus fresh H1 breakout,sl 1909.59
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-07-16 14:00:00,2021-07-16 16:39:41,2021,7,14,Friday,XAUUSD,sell,0.02,1819.63,1826.61,1826.59,13.9200,-1.002874,159.68,-13.96,False,daily momentum plus fresh H1 breakout,sl 1826.59
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-07-19 15:00:00,2021-07-19 15:54:40,2021,7,15,Monday,XAUUSD,sell,0.02,1800.56,1807.90,1807.89,14.6600,-1.001364,54.67,-14.68,False,daily momentum plus fresh H1 breakout,sl 1807.89
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-07-28 17:00:00,2021-07-28 18:15:37,2021,7,17,Wednesday,XAUUSD,sell,0.02,1795.19,1802.08,1802.08,13.7800,-1.000000,75.62,-13.78,False,daily momentum plus fresh H1 breakout,sl 1802.08
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-08-17 09:00:00,2021-08-17 16:00:00,2021,8,9,Tuesday,XAUUSD,buy,0.02,1791.66,1789.46,1784.03,15.2600,-0.288336,420.0,-4.40,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-08-27 08:00:00,2021-08-27 12:00:00,2021,8,8,Friday,XAUUSD,buy,0.02,1799.95,1797.14,1792.61,14.6800,-0.382834,240.0,-5.62,False,daily momentum plus fresh H1 breakout,
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-09-14 20:00:00,2021-09-15 17:53:42,2021,9,20,Tuesday,XAUUSD,sell,0.08,1803.64,1792.84,1809.33,45.5200,1.889938,1313.7,86.03,True,upper-band reclaim; DI edge 4.24,tp 1792.84
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-09-29 12:00:00,2021-09-29 16:10:05,2021,9,12,Wednesday,XAUUSD,buy,0.02,1743.05,1736.29,1736.30,13.5000,-1.001481,250.08,-13.52,False,daily momentum plus fresh H1 breakout,sl 1736.30
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-10-04 03:00:00,2021-10-04 13:26:36,2021,10,3,Monday,XAUUSD,sell,0.10,1763.09,1748.91,1765.93,28.4000,4.992958,626.6,141.80,True,upper-band reclaim; DI edge -8.04,tp 1748.91
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-10-11 16:00:00,2021-10-11 16:35:37,2021,10,16,Monday,XAUUSD,sell,0.02,1750.89,1758.32,1758.31,14.8400,-1.001348,35.62,-14.86,False,daily momentum plus fresh H1 breakout,sl 1758.31
